Date,BXB
7/26/2021 16:00:00,11.59
7/27/2021 16:00:00,11.59
7/28/2021 16:00:00,11.6
7/29/2021 16:00:00,11.68
7/30/2021 16:00:00,11.62
8/02/2021 16:00,11.65
8/03/2021 16:00,11.64
8/04/2021 16:00,11.59
8/05/2021 16:00,11.57
8/06/2021 16:00,11.65
8/09/2021 16:00,11.54
8/10/2021 16:00,11.55
8/11/2021 16:00,11.55
8/12/2021 16:00,11.71
8/13/2021 16:00:00,11.84
8/16/2021 16:00:00,11.89
8/17/2021 16:00:00,12
8/18/2021 16:00:00,12.12
8/19/2021 16:00:00,12.29
8/20/2021 16:00:00,12.35
8/23/2021 16:00:00,12.36
8/24/2021 16:00:00,12.19
8/25/2021 16:00:00,11.83
8/26/2021 16:00:00,11.84
8/27/2021 16:00:00,11.86
8/30/2021 16:00:00,11.98
8/31/2021 16:00:00,12.11
9/01/2021 16:00,12.13
9/02/2021 16:00,12.1
9/03/2021 16:00,12.17
9/06/2021 16:00,12.28
9/07/2021 16:00,12.49
9/08/2021 16:00,12.25
9/09/2021 16:00,12.11
9/10/2021 16:00,12.32
9/13/2021 16:00:00,12.26
9/14/2021 16:00:00,11.24
9/15/2021 16:00:00,11
9/16/2021 16:00:00,11.09
9/17/2021 16:00:00,11.18
9/20/2021 16:00:00,11.05
9/21/2021 16:00:00,11.13
9/22/2021 16:00:00,11.01
9/23/2021 16:00:00,11.07
9/24/2021 16:00:00,10.93
9/27/2021 16:00:00,10.88
9/28/2021 16:00:00,10.7
9/29/2021 16:00:00,10.64
9/30/2021 16:00:00,10.77
10/01/2021 16:00,10.58
10/04/2021 16:00,10.56
10/05/2021 16:00,10.55
10/06/2021 16:00,10.48
10/07/2021 16:00,10.46
10/08/2021 16:00,10.5
10/11/2021 16:00,10.21
10/12/2021 16:00,10.28
10/13/2021 16:00:00,10.12
10/14/2021 16:00:00,10.09
10/15/2021 16:00:00,10.19
10/18/2021 16:00:00,10.15
10/19/2021 16:00:00,10.17
10/20/2021 16:00:00,10.42
10/21/2021 16:00:00,10.32
10/22/2021 16:00:00,10.29
10/25/2021 16:00:00,10.28
10/26/2021 16:00:00,10.2
10/27/2021 16:00:00,10.2
10/28/2021 16:00:00,10.3
10/29/2021 16:00:00,10.04
11/01/2021 16:00,10.2
11/02/2021 16:00,10.2
11/03/2021 16:00,10.3
11/04/2021 16:00,10.4
11/05/2021 16:00,10.46
11/08/2021 16:00,10.4
11/09/2021 16:00,10.42
11/10/2021 16:00,10.4
11/11/2021 16:00,10.33
11/12/2021 16:00,10.35
11/15/2021 16:00:00,10.47
11/16/2021 16:00:00,10.43
11/17/2021 16:00:00,10.49
11/18/2021 16:00:00,10.44
11/19/2021 16:00:00,10.41
11/22/2021 16:00:00,10.47
11/23/2021 16:00:00,10.54
11/24/2021 16:00:00,10.4
11/25/2021 16:00:00,10.4
11/26/2021 16:00:00,10.19
11/29/2021 16:00:00,10.1
11/30/2021 16:00:00,10.01
12/01/2021 16:00,9.96
12/02/2021 16:00,10
12/03/2021 16:00,10.19
12/06/2021 16:00,10.34
12/07/2021 16:00,10.5
12/08/2021 16:00,10.42
12/09/2021 16:00,10.58
12/10/2021 16:00,10.58
12/13/2021 16:00:00,10.57
12/14/2021 16:00:00,10.64
12/15/2021 16:00:00,10.61
12/16/2021 16:00:00,10.68
12/17/2021 16:00:00,10.71
12/20/2021 16:00:00,10.56
12/21/2021 16:00:00,10.64
12/22/2021 16:00:00,10.59
12/23/2021 16:00:00,10.64
12/24/2021 14:10:00,10.65
12/29/2021 16:00:00,10.74
12/30/2021 16:00:00,10.76
12/31/2021 14:10:00,10.63
1/04/2022 16:00,10.75
1/05/2022 16:00,10.99
1/06/2022 16:00,10.63
1/07/2022 16:00,10.7
1/10/2022 16:00,10.55
1/11/2022 16:00,10.56
1/12/2022 16:00,10.5
1/13/2022 16:00:00,10.56
1/14/2022 16:00:00,10.37
1/17/2022 16:00:00,10.44
1/18/2022 16:00:00,10.4
1/19/2022 16:00:00,10.41
1/20/2022 16:00:00,10.18
1/21/2022 16:00:00,10.05
1/24/2022 16:00:00,10.04
1/25/2022 16:00:00,9.78
1/27/2022 16:00:00,9.63
1/28/2022 16:00:00,9.89
1/31/2022 16:00:00,9.67
2/01/2022 16:00,9.43
2/02/2022 16:00,9.39
2/03/2022 16:00,9.36
2/04/2022 16:00,9.55
2/07/2022 16:00,9.42
2/08/2022 16:00,9.52
2/09/2022 16:00,9.64
2/10/2022 16:00,9.57
2/11/2022 16:00,9.47
2/14/2022 16:00:00,9.42
2/15/2022 16:00:00,10
2/16/2022 16:00:00,10.01
2/17/2022 16:00:00,10.1
2/18/2022 16:00:00,10.13
2/21/2022 16:00:00,10.23
2/22/2022 16:00:00,10.13
2/23/2022 16:00:00,10.12
2/24/2022 16:00:00,9.89
2/25/2022 16:00:00,9.81
2/28/2022 16:00:00,9.9
3/01/2022 16:00,10.07
3/02/2022 16:00,10.21
3/03/2022 16:00,10.12
3/04/2022 16:00,10.16
