Date,CHC
5/31/2021 16:00:00,14.32
6/01/2021 16:00,14.3
6/02/2021 16:00,14.7
6/03/2021 16:00,14.55
6/04/2021 16:00,14.67
6/07/2021 16:00,14.96
6/08/2021 16:00,15.16
6/09/2021 16:00,14.6
6/10/2021 16:00,15.12
6/11/2021 16:00,15.13
6/15/2021 16:00:00,15.38
6/16/2021 16:00:00,15.57
6/17/2021 16:00:00,15.2
6/18/2021 16:00:00,15.1
6/21/2021 16:00:00,15.12
6/22/2021 16:00:00,15.69
6/23/2021 16:00:00,15.71
6/24/2021 16:00:00,15.23
6/25/2021 16:00:00,15.64
6/28/2021 16:00:00,15.6
6/29/2021 16:00:00,15.71
6/30/2021 16:00:00,15.52
7/01/2021 16:00,15.37
7/02/2021 16:00,15.4
7/05/2021 16:00,15.4
7/06/2021 16:00,15.14
7/07/2021 16:00,15.62
7/08/2021 16:00,15.58
7/09/2021 16:00,15.21
7/12/2021 16:00,15.68
7/13/2021 16:00:00,15.33
7/14/2021 16:00:00,15.32
7/15/2021 16:00:00,15.22
7/16/2021 16:00:00,15.3
7/19/2021 16:00:00,15.2
7/20/2021 16:00:00,15.3
7/21/2021 16:00:00,15.33
7/22/2021 16:00:00,15.39
7/23/2021 16:00:00,15.65
7/26/2021 16:00:00,15.66
7/27/2021 16:00:00,16.04
7/28/2021 16:00:00,16.03
7/29/2021 16:00:00,15.88
7/30/2021 16:00:00,16.29
8/02/2021 16:00,16.64
8/03/2021 16:00,16.39
8/04/2021 16:00,16.52
8/05/2021 16:00,16.65
8/06/2021 16:00,16.82
8/09/2021 16:00,16.76
8/10/2021 16:00,16.89
8/11/2021 16:00,16.5
8/12/2021 16:00,16.65
8/13/2021 16:00:00,16.83
8/16/2021 16:00:00,16.67
8/17/2021 16:00:00,16.62
8/18/2021 16:00:00,17.1
8/19/2021 16:00:00,16.94
8/20/2021 16:00:00,17.25
8/23/2021 16:00:00,18.37
8/24/2021 16:00:00,18.1
8/25/2021 16:00:00,18.09
8/26/2021 16:00:00,18.05
8/27/2021 16:00:00,17.63
8/30/2021 16:00:00,17.46
8/31/2021 16:00:00,17.86
9/01/2021 16:00,17.93
9/02/2021 16:00,18.04
9/03/2021 16:00,18.14
9/06/2021 16:00,18.21
9/07/2021 16:00,18.25
9/08/2021 16:00,17.91
9/09/2021 16:00,17.71
9/10/2021 16:00,17.72
9/13/2021 16:00:00,17.52
9/14/2021 16:00:00,17.62
9/15/2021 16:00:00,17.86
9/16/2021 16:00:00,17.96
9/17/2021 16:00:00,17.93
9/20/2021 16:00:00,17.83
9/21/2021 16:00:00,18.29
9/22/2021 16:00:00,18.5
9/23/2021 16:00:00,18.99
9/24/2021 16:00:00,18.4
9/27/2021 16:00:00,18.65
9/28/2021 16:00:00,17.5
9/29/2021 16:00:00,17.07
9/30/2021 16:00:00,17.15
10/01/2021 16:00,16.74
10/04/2021 16:00,16.96
10/05/2021 16:00,16.74
10/06/2021 16:00,16.41
10/07/2021 16:00,16.75
10/08/2021 16:00,16.82
10/11/2021 16:00,16.75
10/12/2021 16:00,16.68
10/13/2021 16:00:00,16.96
10/14/2021 16:00:00,17.21
10/15/2021 16:00:00,17.09
10/18/2021 16:00:00,16.7
10/19/2021 16:00:00,17
10/20/2021 16:00:00,17.05
10/21/2021 16:00:00,17.33
10/22/2021 16:00:00,17.59
10/25/2021 16:00:00,17.59
10/26/2021 16:00:00,17.69
10/27/2021 16:00:00,17.63
10/28/2021 16:00:00,17.72
10/29/2021 16:00:00,17.33
11/01/2021 16:00,18
11/02/2021 16:00,18.59
11/03/2021 16:00,18.98
11/04/2021 16:00,19.34
11/05/2021 16:00,19.28
11/08/2021 16:00,19.11
11/09/2021 16:00,19.14
11/10/2021 16:00,19.13
11/11/2021 16:00,18.84
11/12/2021 16:00,18.9
11/15/2021 16:00:00,19.06
11/16/2021 16:00:00,18.87
11/17/2021 16:00:00,18.82
11/18/2021 16:00:00,19.04
11/19/2021 16:00:00,19.08
11/22/2021 16:00:00,19.11
11/23/2021 16:00:00,19.21
11/24/2021 16:00:00,19.19
11/25/2021 16:00:00,19.27
11/26/2021 16:00:00,19.06
11/29/2021 16:00:00,18.97
11/30/2021 16:00:00,19.32
12/01/2021 16:00,19.13
12/02/2021 16:00,19.32
12/03/2021 16:00,19.23
12/06/2021 16:00,19.31
12/07/2021 16:00,19.57
12/08/2021 16:00,19.89
12/09/2021 16:00,19.74
12/10/2021 16:00,19.74
12/13/2021 16:00:00,20.85
12/14/2021 16:00:00,21.95
12/15/2021 16:00:00,21.71
12/16/2021 16:00:00,21.71
12/17/2021 16:00:00,21.61
12/20/2021 16:00:00,21.83
12/21/2021 16:00:00,21.62
12/22/2021 16:00:00,19.99
12/23/2021 16:00:00,19.87
12/24/2021 14:10:00,20.09
12/29/2021 16:00:00,20.61
12/30/2021 16:00:00,20.68
12/31/2021 14:10:00,20.58
1/04/2022 16:00,20.9
1/05/2022 16:00,20.73
1/06/2022 16:00,19.4
1/07/2022 16:00,19.62
1/10/2022 16:00,19.2
1/11/2022 16:00,18.54
1/12/2022 16:00,18.61
1/13/2022 16:00:00,18.41
1/14/2022 16:00:00,18.36
1/17/2022 16:00:00,18.21
1/18/2022 16:00:00,18.2
1/19/2022 16:00:00,17.93
1/20/2022 16:00:00,17.58
1/21/2022 16:00:00,17.47
1/24/2022 16:00:00,17.68
1/25/2022 16:00:00,16.58
1/27/2022 16:00:00,16.16
1/28/2022 16:00:00,16.45
1/31/2022 16:00:00,16.76
2/01/2022 16:00,16.91
2/02/2022 16:00,17.04
2/03/2022 16:00,16.87
2/04/2022 16:00,16.73
2/07/2022 16:00,16.31
2/08/2022 16:00,16.53
2/09/2022 16:00,16.65
2/10/2022 16:00,16.85
2/11/2022 16:00,15.85
2/14/2022 16:00:00,15.65
2/15/2022 16:00:00,15.88
2/16/2022 16:00:00,16.43
2/17/2022 16:00:00,16.58
2/18/2022 16:00:00,16.16
2/21/2022 16:00:00,16.41
2/22/2022 16:00:00,16.15
2/23/2022 16:00:00,16.27
2/24/2022 16:00:00,15.98
2/25/2022 16:00:00,16.57
2/28/2022 16:00:00,16.77
3/01/2022 16:00,16.57
3/02/2022 16:00,16.22
3/03/2022 16:00,15.94
3/04/2022 16:00,15.7
