Date,APA
6/04/2021 16:00,9.25
6/07/2021 16:00,9.26
6/08/2021 16:00,9.16
6/09/2021 16:00,9.21
6/10/2021 16:00,9.36
6/11/2021 16:00,9.45
6/15/2021 16:00:00,9.51
6/16/2021 16:00:00,9.51
6/17/2021 16:00:00,9.44
6/18/2021 16:00:00,9.43
6/21/2021 16:00:00,9.3
6/22/2021 16:00:00,9.37
6/23/2021 16:00:00,9.25
6/24/2021 16:00:00,9.16
6/25/2021 16:00:00,9.27
6/28/2021 16:00:00,9.29
6/29/2021 16:00:00,9.02
6/30/2021 16:00:00,8.9
7/01/2021 16:00,8.86
7/02/2021 16:00,8.93
7/05/2021 16:00,9.07
7/06/2021 16:00,9.04
7/07/2021 16:00,9.03
7/08/2021 16:00,8.98
7/09/2021 16:00,9.11
7/12/2021 16:00,9.06
7/13/2021 16:00:00,9.13
7/14/2021 16:00:00,9.52
7/15/2021 16:00:00,9.7
7/16/2021 16:00:00,9.59
7/19/2021 16:00:00,9.69
7/20/2021 16:00:00,9.56
7/21/2021 16:00:00,9.61
7/22/2021 16:00:00,9.69
7/23/2021 16:00:00,9.59
7/26/2021 16:00:00,9.59
7/27/2021 16:00:00,9.57
7/28/2021 16:00:00,9.48
7/29/2021 16:00:00,9.4
7/30/2021 16:00:00,9.53
8/02/2021 16:00,9.56
8/03/2021 16:00,9.59
8/04/2021 16:00,9.59
8/05/2021 16:00,9.63
8/06/2021 16:00,9.64
8/09/2021 16:00,9.69
8/10/2021 16:00,9.75
8/11/2021 16:00,9.85
8/12/2021 16:00,9.73
8/13/2021 16:00:00,9.76
8/16/2021 16:00:00,9.88
8/17/2021 16:00:00,9.73
8/18/2021 16:00:00,9.9
8/19/2021 16:00:00,9.85
8/20/2021 16:00:00,9.97
8/23/2021 16:00:00,10.06
8/24/2021 16:00:00,9.96
8/25/2021 16:00:00,9.66
8/26/2021 16:00:00,9.33
8/27/2021 16:00:00,9.34
8/30/2021 16:00:00,9.32
8/31/2021 16:00:00,9.18
9/01/2021 16:00,9.11
9/02/2021 16:00,9.06
9/03/2021 16:00,9.15
9/06/2021 16:00,9.25
9/07/2021 16:00,9.26
9/08/2021 16:00,9.3
9/09/2021 16:00,9.15
9/10/2021 16:00,9.07
9/13/2021 16:00:00,9.13
9/14/2021 16:00:00,9.07
9/15/2021 16:00:00,9.07
9/16/2021 16:00:00,9.11
9/17/2021 16:00:00,9
9/20/2021 16:00:00,8.88
9/21/2021 16:00:00,8.46
9/22/2021 16:00:00,8.55
9/23/2021 16:00:00,8.73
9/24/2021 16:00:00,8.66
9/27/2021 16:00:00,8.59
9/28/2021 16:00:00,8.59
9/29/2021 16:00:00,8.58
9/30/2021 16:00:00,8.72
10/01/2021 16:00,8.67
10/04/2021 16:00,8.75
10/05/2021 16:00,8.77
10/06/2021 16:00,8.78
10/07/2021 16:00,8.81
10/08/2021 16:00,8.79
10/11/2021 16:00,8.74
10/12/2021 16:00,8.68
10/13/2021 16:00:00,8.67
10/14/2021 16:00:00,8.63
10/15/2021 16:00:00,8.44
10/18/2021 16:00:00,8.51
10/19/2021 16:00:00,8.43
10/20/2021 16:00:00,8.39
10/21/2021 16:00:00,8.4
10/22/2021 16:00:00,8.52
10/25/2021 16:00:00,8.55
10/26/2021 16:00:00,8.47
10/27/2021 16:00:00,8.35
10/28/2021 16:00:00,8.38
10/29/2021 16:00:00,8.2
11/01/2021 16:00,8.41
11/02/2021 16:00,8.68
11/03/2021 16:00,8.72
11/04/2021 16:00,8.74
11/05/2021 16:00,8.84
11/08/2021 16:00,8.7
11/09/2021 16:00,8.7
11/10/2021 16:00,8.82
11/11/2021 16:00,8.89
11/12/2021 16:00,8.88
11/15/2021 16:00:00,8.92
11/16/2021 16:00:00,9
11/17/2021 16:00:00,9.09
11/18/2021 16:00:00,9.15
11/19/2021 16:00:00,9.14
11/22/2021 16:00:00,9.23
11/23/2021 16:00:00,9.43
11/24/2021 16:00:00,9.53
11/25/2021 16:00:00,9.6
11/26/2021 16:00:00,9.64
11/29/2021 16:00:00,9.7
11/30/2021 16:00:00,9.53
12/01/2021 16:00,9.32
12/02/2021 16:00,9.47
12/03/2021 16:00,9.43
12/06/2021 16:00,9.85
12/07/2021 16:00,9.75
12/08/2021 16:00,9.68
12/09/2021 16:00,9.61
12/10/2021 16:00,9.7
12/13/2021 16:00:00,9.65
12/14/2021 16:00:00,9.82
12/15/2021 16:00:00,9.79
12/16/2021 16:00:00,9.87
12/17/2021 16:00:00,9.86
12/20/2021 16:00:00,9.88
12/21/2021 16:00:00,10.05
12/22/2021 16:00:00,10
12/23/2021 16:00:00,10.21
12/24/2021 14:10:00,10.25
12/29/2021 16:00:00,10.43
12/30/2021 16:00:00,10.25
12/31/2021 14:10:00,10.06
1/04/2022 16:00,10.18
1/05/2022 16:00,10.19
1/06/2022 16:00,10.02
1/07/2022 16:00,10.19
1/10/2022 16:00,10.03
1/11/2022 16:00,9.97
1/12/2022 16:00,10.01
1/13/2022 16:00:00,10.1
1/14/2022 16:00:00,10.07
1/17/2022 16:00:00,10.09
1/18/2022 16:00:00,10
1/19/2022 16:00:00,9.98
1/20/2022 16:00:00,9.87
1/21/2022 16:00:00,9.63
1/24/2022 16:00:00,9.57
1/25/2022 16:00:00,9.44
1/27/2022 16:00:00,9.6
1/28/2022 16:00:00,9.74
1/31/2022 16:00:00,9.56
2/01/2022 16:00,9.82
2/02/2022 16:00,9.93
2/03/2022 16:00,10.2
2/04/2022 16:00,10.16
2/07/2022 16:00,9.96
2/08/2022 16:00,10.01
2/09/2022 16:00,10.1
2/10/2022 16:00,10.03
2/11/2022 16:00,9.89
2/14/2022 16:00:00,10
2/15/2022 16:00:00,9.79
2/16/2022 16:00:00,9.93
2/17/2022 16:00:00,10.02
2/18/2022 16:00:00,9.9
2/21/2022 16:00:00,10.17
2/22/2022 16:00:00,10.15
2/23/2022 16:00:00,10.01
2/24/2022 16:00:00,10.04
2/25/2022 16:00:00,10
2/28/2022 16:00:00,10.05
3/01/2022 16:00,9.93
3/02/2022 16:00,9.92
3/03/2022 16:00,9.92
3/04/2022 16:00,9.99
