Date,Close
5/10/2019 16:00:00,5.27
5/13/2019 16:00:00,5.07
5/14/2019 16:00:00,4.97
5/15/2019 16:00:00,4.93
5/16/2019 16:00:00,4.75
5/17/2019 16:00:00,4.57
5/20/2019 16:00:00,4.57
5/21/2019 16:00:00,4.16
5/22/2019 16:00:00,4.22
5/23/2019 16:00:00,4.27
5/24/2019 16:00:00,4.23
5/27/2019 16:00:00,4.22
5/28/2019 16:00:00,4
5/29/2019 16:00:00,3.96
5/30/2019 16:00:00,3.92
5/31/2019 16:00:00,3.92
6/3/2019 16:00:00,3.85
6/4/2019 16:00:00,3.72
6/5/2019 16:00:00,3.63
6/6/2019 16:00:00,3.68
6/7/2019 16:00:00,3.85
6/11/2019 16:00:00,3.81
6/12/2019 16:00:00,4.01
6/13/2019 16:00:00,3.93
6/14/2019 16:00:00,3.82
6/17/2019 16:00:00,3.73
6/18/2019 16:00:00,3.74
6/19/2019 16:00:00,3.68
6/20/2019 16:00:00,3.77
6/24/2019 16:00:00,3.77
6/25/2019 16:00:00,3.85
6/26/2019 16:00:00,3.92
6/27/2019 16:00:00,3.97
6/28/2019 16:00:00,3.86
7/1/2019 16:00:00,3.98
7/2/2019 16:00:00,3.98
7/3/2019 16:00:00,3.98
7/4/2019 16:00:00,3.95
7/5/2019 16:00:00,3.96
7/8/2019 16:00:00,3.87
7/9/2019 16:00:00,3.88
7/10/2019 16:00:00,3.88
7/11/2019 16:00:00,3.77
7/15/2019 16:00:00,3.75
7/16/2019 16:00:00,3.7
7/17/2019 16:00:00,3.63
7/18/2019 16:00:00,3.62
7/19/2019 16:00:00,3.58
7/22/2019 16:00:00,3.5
7/23/2019 16:00:00,3.48
7/24/2019 16:00:00,3.57
7/25/2019 16:00:00,3.53
7/26/2019 16:00:00,3.64
7/29/2019 16:00:00,3.91
7/30/2019 16:00:00,4.13
7/31/2019 16:00:00,4.15
8/1/2019 16:00:00,4.16
8/2/2019 16:00:00,3.97
8/5/2019 16:00:00,3.89
8/6/2019 16:00:00,3.79
8/7/2019 16:00:00,3.7
8/8/2019 16:00:00,3.7
8/9/2019 16:00:00,3.7
8/12/2019 16:00:00,3.63
8/13/2019 16:00:00,3.49
8/14/2019 16:00:00,3.53
8/15/2019 16:00:00,3.39
8/16/2019 16:00:00,3.39
8/19/2019 16:00:00,3.34
8/20/2019 16:00:00,3.23
8/21/2019 16:00:00,3.23
8/22/2019 16:00:00,3.34
8/23/2019 16:00:00,3.43
8/26/2019 16:00:00,3.43
8/27/2019 16:00:00,3.49
8/28/2019 16:00:00,3.51
8/29/2019 16:00:00,3.55
8/30/2019 16:00:00,3.48
9/2/2019 16:00:00,3.44
9/3/2019 16:00:00,3.38
9/4/2019 16:00:00,3.39
9/5/2019 16:00:00,3.39
9/6/2019 16:00:00,3.38
9/9/2019 16:00:00,3.37
9/10/2019 16:00:00,3.43
9/11/2019 16:00:00,3.39
9/12/2019 16:00:00,3.43
9/13/2019 16:00:00,3.33
9/16/2019 16:00:00,3.38
9/17/2019 16:00:00,3.38
9/18/2019 16:00:00,3.33
9/19/2019 16:00:00,3.52
9/20/2019 16:00:00,3.55
9/23/2019 16:00:00,3.7
9/24/2019 16:00:00,3.51
9/25/2019 16:00:00,3.38
9/27/2019 16:00:00,3.53
9/30/2019 16:00:00,3.58
10/1/2019 16:00:00,3.52
10/2/2019 16:00:00,3.52
10/3/2019 16:00:00,3.63
10/4/2019 16:00:00,3.47
10/7/2019 16:00:00,3.48
10/8/2019 16:00:00,3.48
10/9/2019 16:00:00,3.46
10/10/2019 16:00:00,3.5
10/11/2019 16:00:00,3.6
10/14/2019 16:00:00,3.72
10/15/2019 16:00:00,3.63
10/16/2019 16:00:00,3.67
10/17/2019 16:00:00,3.63
10/18/2019 16:00:00,3.6
10/21/2019 16:00:00,3.59
