Date,AAPL
6/04/2021 16:00,125.89
6/07/2021 16:00,125.9
6/08/2021 16:00,126.74
6/09/2021 16:00,127.13
6/10/2021 16:00,126.11
6/11/2021 16:00,127.35
6/14/2021 16:00:00,130.48
6/15/2021 16:00:00,129.64
6/16/2021 16:00:00,130.15
6/17/2021 16:00:00,131.79
6/18/2021 16:00:00,130.46
6/21/2021 16:00:00,132.3
6/22/2021 16:00:00,133.98
6/23/2021 16:00:00,133.7
6/24/2021 16:00:00,133.41
6/25/2021 16:00:00,133.11
6/28/2021 16:00:00,134.78
6/29/2021 16:00:00,136.33
6/30/2021 16:00:00,136.96
7/01/2021 16:00,137.27
7/02/2021 16:00,139.96
7/06/2021 16:00,142.02
7/07/2021 16:00,144.57
7/08/2021 16:00,143.24
7/09/2021 16:00,145.11
7/12/2021 16:00,144.5
7/13/2021 16:00:00,145.64
7/14/2021 16:00:00,149.15
7/15/2021 16:00:00,148.48
7/16/2021 16:00:00,146.39
7/19/2021 16:00:00,142.45
7/20/2021 16:00:00,146.15
7/21/2021 16:00:00,145.4
7/22/2021 16:00:00,146.8
7/23/2021 16:00:00,148.56
7/26/2021 16:00:00,148.99
7/27/2021 16:00:00,146.77
7/28/2021 16:00:00,144.98
7/29/2021 16:00:00,145.64
7/30/2021 16:00:00,145.86
8/02/2021 16:00,145.52
8/03/2021 16:00,147.36
8/04/2021 16:00,146.95
8/05/2021 16:00,147.06
8/06/2021 16:00,146.14
8/09/2021 16:00,146.09
8/10/2021 16:00,145.6
8/11/2021 16:00,145.86
8/12/2021 16:00,148.89
8/13/2021 16:00:00,149.1
8/16/2021 16:00:00,151.12
8/17/2021 16:00:00,150.19
8/18/2021 16:00:00,146.36
8/19/2021 16:00:00,146.7
8/20/2021 16:00:00,148.19
8/23/2021 16:00:00,149.71
8/24/2021 16:00:00,149.62
8/25/2021 16:00:00,148.36
8/26/2021 16:00:00,147.54
8/27/2021 16:00:00,148.6
8/30/2021 16:00:00,153.12
8/31/2021 16:00:00,151.83
9/01/2021 16:00,152.51
9/02/2021 16:00,153.65
9/03/2021 16:00,154.3
9/07/2021 16:00,156.69
9/08/2021 16:00,155.11
9/09/2021 16:00,154.07
9/10/2021 16:00,148.97
9/13/2021 16:00:00,149.55
9/14/2021 16:00:00,148.12
9/15/2021 16:00:00,149.03
9/16/2021 16:00:00,148.79
9/17/2021 16:00:00,146.06
9/20/2021 16:00:00,142.94
9/21/2021 16:00:00,143.43
9/22/2021 16:00:00,145.85
9/23/2021 16:00:00,146.83
9/24/2021 16:00:00,146.92
9/27/2021 16:00:00,145.37
9/28/2021 16:00:00,141.91
9/29/2021 16:00:00,142.83
9/30/2021 16:00:00,141.5
10/01/2021 16:00,142.65
10/04/2021 16:00,139.14
10/05/2021 16:00,141.11
10/06/2021 16:00,142
10/07/2021 16:00,143.29
10/08/2021 16:00,142.9
10/11/2021 16:00,142.81
10/12/2021 16:00,141.51
10/13/2021 16:00:00,140.91
10/14/2021 16:00:00,143.76
10/15/2021 16:00:00,144.84
10/18/2021 16:00:00,146.55
10/19/2021 16:00:00,148.76
10/20/2021 16:00:00,149.26
10/21/2021 16:00:00,149.48
10/22/2021 16:00:00,148.69
10/25/2021 16:00:00,148.64
10/26/2021 16:00:00,149.32
10/27/2021 16:00:00,148.85
10/28/2021 16:00:00,152.57
10/29/2021 16:00:00,149.8
11/01/2021 16:00,148.96
11/02/2021 16:00,150.02
11/03/2021 16:00,151.49
11/04/2021 16:00,150.96
11/05/2021 16:00,151.28
11/08/2021 16:00,150.44
11/09/2021 16:00,150.81
11/10/2021 16:00,147.92
11/11/2021 16:00,147.87
11/12/2021 16:00,149.99
11/15/2021 16:00:00,150
11/16/2021 16:00:00,151
11/17/2021 16:00:00,153.49
11/18/2021 16:00:00,157.87
11/19/2021 16:00:00,160.55
11/22/2021 16:00:00,161.02
11/23/2021 16:00:00,161.41
11/24/2021 16:00:00,161.94
11/26/2021 13:00:00,156.81
11/29/2021 16:00:00,160.24
11/30/2021 16:00:00,165.3
12/01/2021 16:00,164.77
12/02/2021 16:00,163.76
12/03/2021 16:00,161.84
12/06/2021 16:00,165.32
12/07/2021 16:00,171.18
12/08/2021 16:00,175.08
12/09/2021 16:00,174.56
12/10/2021 16:00,179.45
12/13/2021 16:00:00,175.74
12/14/2021 16:00:00,174.33
12/15/2021 16:00:00,179.3
12/16/2021 16:00:00,172.26
12/17/2021 16:00:00,171.14
12/20/2021 16:00:00,169.75
12/21/2021 16:00:00,172.99
12/22/2021 16:00:00,175.64
12/23/2021 16:00:00,176.28
12/27/2021 16:00:00,180.33
12/28/2021 16:00:00,179.29
12/29/2021 16:00:00,179.38
12/30/2021 16:00:00,178.2
12/31/2021 16:00:00,177.57
1/03/2022 16:00,182.01
1/04/2022 16:00,179.7
1/05/2022 16:00,174.92
1/06/2022 16:00,172
1/07/2022 16:00,172.17
1/10/2022 16:00,172.19
1/11/2022 16:00,175.08
1/12/2022 16:00,175.53
1/13/2022 16:00:00,172.19
1/14/2022 16:00:00,173.07
1/18/2022 16:00:00,169.8
1/19/2022 16:00:00,166.23
1/20/2022 16:00:00,164.51
1/21/2022 16:00:00,162.41
1/24/2022 16:00:00,161.62
1/25/2022 16:00:00,159.78
1/26/2022 16:00:00,159.69
1/27/2022 16:00:00,159.22
1/28/2022 16:00:00,170.33
1/31/2022 16:00:00,174.78
2/01/2022 16:00,174.61
2/02/2022 16:00,175.84
2/03/2022 16:00,172.9
2/04/2022 16:00,172.39
2/07/2022 16:00,171.66
2/08/2022 16:00,174.83
2/09/2022 16:00,176.28
2/10/2022 16:00,172.12
2/11/2022 16:00,168.64
2/14/2022 16:00:00,168.88
2/15/2022 16:00:00,172.79
2/16/2022 16:00:00,172.55
2/17/2022 16:00:00,168.88
2/18/2022 16:00:00,167.3
2/22/2022 16:00:00,164.32
2/23/2022 16:00:00,160.07
2/24/2022 16:00:00,162.74
2/25/2022 16:00:00,164.85
2/28/2022 16:00:00,165.12
3/01/2022 16:00,163.2
3/02/2022 16:00,166.56
3/03/2022 16:00,166.23
