Date,AMC
5/31/2021 16:00:00,15.37
6/01/2021 16:00,15.3
6/02/2021 16:00,15.31
6/03/2021 16:00,15.23
6/04/2021 16:00,15.46
6/07/2021 16:00,15.55
6/08/2021 16:00,15.53
6/09/2021 16:00,15.51
6/10/2021 16:00,15.64
6/11/2021 16:00,15.47
6/15/2021 16:00:00,15.54
6/16/2021 16:00:00,15.55
6/17/2021 16:00:00,15.5
6/18/2021 16:00:00,15.18
6/21/2021 16:00:00,15.18
6/22/2021 16:00:00,15.36
6/23/2021 16:00:00,15.42
6/24/2021 16:00:00,15.2
6/25/2021 16:00:00,15.16
6/28/2021 16:00:00,15.2
6/29/2021 16:00:00,15.14
6/30/2021 16:00:00,15.13
7/01/2021 16:00,15.27
7/02/2021 16:00,15.39
7/05/2021 16:00,15.3
7/06/2021 16:00,15.22
7/07/2021 16:00,15.22
7/08/2021 16:00,15.31
7/09/2021 16:00,15.34
7/12/2021 16:00,15.35
7/13/2021 16:00:00,15.34
7/14/2021 16:00:00,15.62
7/15/2021 16:00:00,15.58
7/16/2021 16:00:00,15.58
7/19/2021 16:00:00,15.47
7/20/2021 16:00:00,15.41
7/21/2021 16:00:00,15.48
7/22/2021 16:00:00,15.6
7/23/2021 16:00:00,15.53
7/26/2021 16:00:00,15.51
7/27/2021 16:00:00,15.5
7/28/2021 16:00:00,15.73
7/29/2021 16:00:00,15.76
7/30/2021 16:00:00,15.75
8/02/2021 16:00,15.8
8/03/2021 16:00,15.73
8/04/2021 16:00,15.8
8/05/2021 16:00,15.8
8/06/2021 16:00,15.8
8/09/2021 16:00,15.82
8/10/2021 16:00,16
8/11/2021 16:00,16.27
8/12/2021 16:00,16.48
8/13/2021 16:00:00,16.43
8/16/2021 16:00:00,16.65
8/17/2021 16:00:00,16.62
8/18/2021 16:00:00,17.02
8/19/2021 16:00:00,17
8/20/2021 16:00:00,17.43
8/23/2021 16:00:00,17.68
8/24/2021 16:00:00,17.4
8/25/2021 16:00:00,17.47
8/26/2021 16:00:00,17.58
8/27/2021 16:00:00,17.56
8/30/2021 16:00:00,17.5
8/31/2021 16:00:00,17.49
9/01/2021 16:00,17.43
9/02/2021 16:00,17.17
9/03/2021 16:00,17.2
9/06/2021 16:00,16.82
9/07/2021 16:00,16.77
9/08/2021 16:00,16.74
9/09/2021 16:00,16.79
9/10/2021 16:00,16.67
9/13/2021 16:00:00,16.84
9/14/2021 16:00:00,16.94
9/15/2021 16:00:00,16.87
9/16/2021 16:00:00,16.8
9/17/2021 16:00:00,16.47
9/20/2021 16:00:00,16.37
9/21/2021 16:00:00,16.33
9/22/2021 16:00:00,16.23
9/23/2021 16:00:00,16.13
9/24/2021 16:00:00,16.15
9/27/2021 16:00:00,16.21
9/28/2021 16:00:00,16.29
9/29/2021 16:00:00,16.2
9/30/2021 16:00:00,16.48
10/01/2021 16:00,16.15
10/04/2021 16:00,16.13
10/05/2021 16:00,16.05
10/06/2021 16:00,16
10/07/2021 16:00,16.12
10/08/2021 16:00,16.1
10/11/2021 16:00,15.95
10/12/2021 16:00,15.9
10/13/2021 16:00:00,15.89
10/14/2021 16:00:00,15.92
10/15/2021 16:00:00,16.04
10/18/2021 16:00:00,16.09
10/19/2021 16:00:00,15.92
10/20/2021 16:00:00,15.93
10/21/2021 16:00:00,15.96
10/22/2021 16:00:00,16.13
10/25/2021 16:00:00,16.23
10/26/2021 16:00:00,16.11
10/27/2021 16:00:00,16.1
10/28/2021 16:00:00,16.02
10/29/2021 16:00:00,15.99
11/01/2021 16:00,16.09
11/02/2021 16:00,15.99
11/03/2021 16:00,16.11
11/04/2021 16:00,16.53
11/05/2021 16:00,16.43
11/08/2021 16:00,16.42
11/09/2021 16:00,16.4
11/10/2021 16:00,16.68
11/11/2021 16:00,16.79
11/12/2021 16:00,16.91
11/15/2021 16:00:00,16.85
11/16/2021 16:00:00,16.7
11/17/2021 16:00:00,16.77
11/18/2021 16:00:00,16.7
11/19/2021 16:00:00,16.6
11/22/2021 16:00:00,16.54
11/23/2021 16:00:00,16.4
11/24/2021 16:00:00,16.21
11/25/2021 16:00:00,16.15
11/26/2021 16:00:00,16.17
11/29/2021 16:00:00,16.26
11/30/2021 16:00:00,16.22
12/01/2021 16:00,15.99
12/02/2021 16:00,15.99
12/03/2021 16:00,16.15
12/06/2021 16:00,16.36
12/07/2021 16:00,16.42
12/08/2021 16:00,16.32
12/09/2021 16:00,16.25
12/10/2021 16:00,16.14
12/13/2021 16:00:00,16.16
12/14/2021 16:00:00,16.48
12/15/2021 16:00:00,16.41
12/16/2021 16:00:00,16.62
12/17/2021 16:00:00,16.73
12/20/2021 16:00:00,16.58
12/21/2021 16:00:00,16.53
12/22/2021 16:00:00,16.48
12/23/2021 16:00:00,16.28
12/24/2021 14:10:00,16.26
12/29/2021 16:00:00,16.52
12/30/2021 16:00:00,16.56
12/31/2021 14:10:00,16.52
1/04/2022 16:00,16.62
1/05/2022 16:00,16.8
1/06/2022 16:00,16.7
1/07/2022 16:00,16.77
1/10/2022 16:00,16.83
1/11/2022 16:00,16.95
1/12/2022 16:00,16.86
1/13/2022 16:00:00,16.83
1/14/2022 16:00:00,16.92
1/17/2022 16:00:00,17.07
1/18/2022 16:00:00,17.09
1/19/2022 16:00:00,17.1
1/20/2022 16:00:00,17.15
1/21/2022 16:00:00,16.78
1/24/2022 16:00:00,16.84
1/25/2022 16:00:00,16.61
1/27/2022 16:00:00,16.34
1/28/2022 16:00:00,16.81
1/31/2022 16:00:00,16.82
2/01/2022 16:00,16.96
2/02/2022 16:00,16.36
2/03/2022 16:00,16.85
2/04/2022 16:00,16.66
2/07/2022 16:00,16.34
2/08/2022 16:00,16.14
2/09/2022 16:00,16.38
2/10/2022 16:00,16.29
2/11/2022 16:00,16.25
2/14/2022 16:00:00,16.28
2/15/2022 16:00:00,16.3
2/16/2022 16:00:00,16.47
2/17/2022 16:00:00,16.51
2/18/2022 16:00:00,16.52
2/21/2022 16:00:00,16.56
2/22/2022 16:00:00,16.34
2/23/2022 16:00:00,16.21
2/24/2022 16:00:00,16
2/25/2022 16:00:00,15.72
2/28/2022 16:00:00,15.86
3/01/2022 16:00,15.87
3/02/2022 16:00,15.57
3/03/2022 16:00,15.42
3/04/2022 16:00,15.35
